WEO Country Code;Country;Subject Descriptor;Units;Scale;Country/Series-specific Notes;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Estimates Start After
128;Denmark;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980;59.103;64.268;70.749;75.427;81.409;87.347;93.472;96.027;99.406;103.966;109.446;114.728;119.642;122.485;131.767;138.605;145.243;152.564;157.695;164.689;174.682;179.982;183.684;187.821;198.024;208.973;223.719;231.814;235.115;225.287;232.168;240.186;245.353;251.992;260.803;269.693;281.334;292.470;306.755;319.491;300.621;324.872;2019
128;Denmark;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980;-0.689;-0.696;3.776;2.648;4.260;4.025;4.795;0.088;-0.095;0.632;1.361;1.179;1.650;-0.349;5.004;2.652;2.213;2.788;1.832;2.586;3.429;0.461;0.109;0.106;2.399;2.081;3.604;0.544;-1.032;-5.521;1.439;0.865;-0.128;0.537;1.172;1.756;2.388;1.300;1.815;1.928;-7.040;5.380;2019
128;Denmark;Inflation, average consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;11.339;11.718;10.146;6.835;6.343;4.662;3.718;3.979;4.525;4.780;6.836;2.167;1.944;0.872;1.841;2.038;2.092;1.933;1.314;2.041;2.751;2.269;2.397;1.961;0.937;1.726;1.844;1.657;3.638;1.042;2.198;2.656;2.354;0.522;0.352;0.226;0.017;1.058;0.709;0.729;0.700;1.200;2019
128;Denmark;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;10.671;12.397;8.824;6.081;5.732;3.414;4.466;3.903;4.651;4.786;5.873;2.157;1.207;1.043;2.507;1.727;2.263;1.521;1.226;3.096;2.350;2.041;2.625;1.218;0.963;2.265;1.632;2.523;2.461;1.201;2.805;2.413;1.742;0.504;0.000;0.301;0.300;0.797;0.791;0.784;0.700;1.200;2019
128;Denmark;Unemployment rate;Percent of total labor force;;Source: Eurostat Latest actual data: 2019 Employment type: National definition Primary domestic currency: Danish krone Data last updated: 04/2020;5.287;7.133;7.602;8.375;7.925;6.617;4.983;5.000;5.658;6.825;7.167;7.867;8.608;9.533;7.733;6.758;6.317;5.242;4.883;5.108;4.317;4.508;4.642;5.433;5.517;4.800;3.900;3.775;3.717;6.392;7.742;7.750;7.800;7.383;6.867;6.283;6.017;5.817;5.083;5.033;6.500;6.025;2019
128;Denmark;General government net lending/borrowing;Percent of GDP;;"Source: National Statistics Office Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: Estimates for 2019 are aligned with the latest official budget numbers, adjusted where appropriate for the IMF staff?s macroeconomic assumptions. For 2020, the projections incorporate key features of the medium-term fiscal plan as embodied in the authorities? latest budget. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Subtracted items include Currency and Deposits, Securities Other than Shares, Loans and Other Financial Assets.";-3.592;-6.818;-9.526;-7.745;-4.445;-2.567;2.093;1.492;0.223;-0.667;-1.538;-2.931;-2.571;-3.672;-3.603;-3.620;-2.483;-1.200;-0.389;0.869;1.887;1.141;-0.015;-0.133;2.073;4.955;4.987;5.020;3.174;-2.798;-2.710;-2.056;-3.490;-1.236;1.144;-1.330;-0.106;1.520;0.477;2.496;-7.036;-0.254;2019
128;Denmark;Current account balance;Percent of GDP;;Source: National Statistics Office Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-3.359;-3.030;-3.739;-2.278;-2.907;-4.416;-5.098;-2.743;-1.160;-0.994;0.992;1.425;2.746;3.374;2.042;1.003;1.647;1.313;-0.149;2.529;1.989;3.646;3.000;3.931;4.045;4.192;3.325;1.447;2.917;3.465;6.563;6.586;6.282;7.759;8.924;8.245;7.774;7.755;7.029;7.860;4.813;5.282;2019
172;Finland;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office. Downloaded through Haver Analytics Latest actual data: 2018 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980;5.673;1.294;3.087;3.122;3.213;3.537;2.726;3.559;5.211;5.087;0.211;-5.886;-3.294;-0.662;3.964;4.217;3.667;6.334;5.457;4.380;5.773;2.610;1.707;2.004;3.992;2.780;4.028;5.299;0.784;-8.075;3.186;2.548;-1.397;-0.902;-0.365;0.544;2.711;3.101;1.630;0.980;-6.031;3.096;2018
172;Finland;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office. Downloaded through Haver Analytics Latest actual data: 2018 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980;45.138;50.048;54.781;58.704;62.776;67.052;70.267;74.568;81.220;88.698;92.212;89.720;88.741;90.242;95.823;101.957;107.631;116.423;124.158;131.467;142.165;149.075;154.018;160.022;170.889;181.110;194.107;209.884;215.644;199.742;208.508;218.286;219.364;221.200;224.471;228.041;236.647;248.580;258.786;265.879;251.431;264.270;2018
172;Finland;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office. Downloaded through Haver Analytics Latest actual data: 2018 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980;5.380;0.945;2.565;2.492;2.617;3.031;2.372;3.244;4.935;4.753;-0.192;-6.340;-3.881;-1.173;3.494;3.791;3.301;6.013;5.149;4.131;5.535;2.415;1.437;1.780;3.724;2.448;3.653;4.872;0.337;-8.520;2.702;2.093;-1.872;-1.366;-0.814;0.167;2.419;2.801;1.448;0.892;-6.212;2.907;2018
172;Finland;Inflation, average consumer prices;Percent change;;Source: National Statistics Office. Eurostat, downloaded through Haver Analytics Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;11.602;12.000;9.300;8.400;7.000;5.820;2.900;4.082;5.135;6.572;4.957;4.545;3.254;3.326;1.614;0.398;1.063;1.217;1.349;1.310;2.952;2.665;2.007;1.290;0.147;0.774;1.275;1.583;3.916;1.634;1.686;3.324;3.162;2.216;1.209;-0.156;0.389;0.839;1.169;1.137;0.940;1.676;2019
172;Finland;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office. Eurostat, downloaded through Haver Analytics Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;13.761;9.897;8.878;8.518;6.132;4.931;3.377;3.622;5.896;7.143;2.067;4.550;2.599;2.916;1.646;-0.465;1.726;1.599;0.780;2.241;2.869;2.350;1.716;1.191;0.147;1.016;1.236;1.939;3.381;1.806;2.766;2.605;3.449;1.933;0.552;-0.249;1.100;0.505;1.319;1.137;0.775;2.018;2019
172;Finland;Unemployment rate;Percent of total labor force;;Source: National Statistics Office. Downloaded through Haver Analytics Latest actual data: 2018 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020;5.288;5.743;6.076;6.147;5.928;6.049;6.665;4.900;4.208;3.108;3.200;6.700;11.800;16.500;16.700;15.500;14.600;12.700;11.500;10.275;9.875;9.200;9.175;9.075;8.875;8.475;7.775;6.950;6.425;8.325;8.500;7.775;7.683;8.192;8.658;9.375;8.792;8.575;7.417;6.717;8.265;8.383;2018
172;Finland;General government net lending/borrowing;Percent of GDP;;"Source: Ministry of Finance or Treasury Latest actual data: 2018 Fiscal assumptions: Based on announced policies by the authorities, adjusted for the Staff macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Data reported are based on the Maastricht definition. It covers all general governments in the sense of the national accounts: the State, other government bodies (ODAC), local governments and social security administrations. It does not include all financial liabilities but only cash and deposits, securities other than shares as well as loans; excluded are derivative products and other accounts payable.";2.880;4.779;2.401;0.359;2.668;2.553;3.345;0.719;4.872;7.138;6.634;0.301;-4.881;-8.083;-6.400;-5.971;-3.367;-1.325;1.536;1.596;6.727;4.891;3.973;2.339;2.157;2.589;3.924;5.115;4.180;-2.484;-2.534;-1.019;-2.156;-2.525;-2.987;-2.425;-1.727;-0.687;-0.828;-1.360;-6.703;-3.836;2018
172;Finland;Current account balance;Percent of GDP;;Source: National Statistical Office Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-2.612;-0.909;-1.738;-2.202;-0.039;-1.434;-0.941;-1.887;-2.466;-4.867;-5.052;-5.356;-4.663;-1.461;0.821;3.829;3.515;4.752;4.706;4.845;7.158;7.675;7.818;4.314;5.603;2.877;3.931;4.028;2.543;1.996;1.489;-1.440;-2.055;-1.798;-1.332;-0.937;-2.026;-0.759;-1.368;-0.100;-3.479;-2.974;2018
132;France;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: Yes, from 1980;1.809;1.069;2.505;1.241;1.514;1.623;2.337;2.562;4.743;4.344;2.924;1.048;1.599;-0.629;2.358;2.107;1.413;2.336;3.589;3.421;3.924;1.984;1.136;0.823;2.830;1.663;2.449;2.425;0.255;-2.873;1.949;2.193;0.313;0.576;0.956;1.113;1.095;2.260;1.725;1.310;-7.180;4.470;2018
132;France;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: Yes, from 1980;576.441;637.723;694.091;730.224;768.026;805.175;840.583;883.441;957.976;1,038.781;1,109.167;1,158.700;1,204.061;1,224.840;1,280.496;1,334.887;1,378.537;1,435.071;1,503.304;1,577.187;1,675.709;1,746.431;1,794.206;1,842.567;1,945.716;2,039.688;2,152.888;2,264.328;2,314.253;2,264.895;2,335.953;2,437.041;2,491.564;2,549.887;2,621.912;2,678.692;2,736.077;2,850.610;2,970.430;3,061.815;2,860.018;3,046.127;2018
132;France;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: Yes, from 1980;1.334;0.513;1.927;0.657;1.061;1.139;1.868;2.064;4.211;3.781;2.365;0.579;1.119;-1.077;2.010;1.775;1.092;2.019;3.264;3.072;3.285;1.281;0.425;0.125;2.144;0.900;1.721;1.769;-0.293;-3.388;1.463;1.698;-0.171;0.068;0.436;0.684;0.832;1.991;1.570;1.179;-7.424;4.186;2018
132;France;Inflation, average consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Notes: The original CPI index implies an inflation rate of 16.1 percent in 1990. WEO official inflation figure as smoothed by staff. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;13.057;13.333;11.978;9.460;7.674;5.831;2.539;3.289;2.701;6.569;0.323;3.406;2.455;2.234;1.666;1.769;2.081;1.267;0.675;0.576;1.815;1.783;1.940;2.168;2.336;1.887;1.892;1.608;3.160;0.101;1.738;2.289;2.213;0.990;0.612;0.090;0.305;1.162;2.100;1.300;0.288;0.699;2019
132;France;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Notes: The original CPI index implies an inflation rate of 16.1 percent in 1990. WEO official inflation figure as smoothed by staff. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;13.728;13.892;9.691;9.292;6.690;4.703;2.121;3.115;3.081;3.563;3.212;3.264;2.010;2.227;1.425;2.121;1.699;1.140;0.236;1.360;1.806;1.496;2.185;2.407;2.243;1.727;1.675;2.787;1.164;0.988;1.988;2.645;1.509;0.839;0.100;0.301;0.819;1.258;1.908;1.623;-0.698;1.321;2019
132;France;Unemployment rate;Percent of total labor force;;Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition. Data prior to 1983 are not harmonized. Primary domestic currency: Euro Data last updated: 04/2020;6.349;7.438;8.069;7.383;8.458;8.700;8.875;9.150;8.842;8.700;8.400;8.617;9.442;10.267;10.667;10.508;10.833;10.892;10.692;10.442;9.175;8.458;8.275;8.508;8.825;8.892;8.825;7.983;7.458;9.083;9.250;9.200;9.758;10.300;10.283;10.367;10.042;9.425;9.025;8.450;10.398;10.397;2019
132;France;General government net lending/borrowing;Percent of GDP;;"Source: National Statistics Office Latest actual data: 2018 Fiscal assumptions: Estimates for 2019 and projections for 2020 onwards are based on the measures of the 2018 budget law, the 2019 budget law, the 2020 budget law, and the March 2020 amending budget law, adjusted for differences in assumptions on macro and financial variables, and revenue projections. Historical fiscal data reflect the May 2019 revisions and update of the historical fiscal accounts, debt data, and national accounts. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Other; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans";-0.429;-2.408;-2.837;-2.541;-2.736;-2.972;-3.197;-2.014;-2.564;-1.782;-2.434;-2.863;-4.601;-6.359;-5.423;-5.109;-3.906;-3.653;-2.379;-1.603;-1.318;-1.379;-3.160;-4.015;-3.591;-3.356;-2.444;-2.636;-3.264;-7.175;-6.887;-5.155;-4.981;-4.084;-3.905;-3.625;-3.542;-2.771;-2.274;-3.015;-9.172;-6.243;2018
132;France;Current account balance;Percent of GDP;;Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-0.595;-0.771;-2.062;-0.838;-0.142;-0.063;0.304;-0.476;-0.457;-0.452;-0.776;-0.486;0.273;0.694;0.585;0.458;1.205;3.717;3.688;4.433;1.099;1.575;1.148;0.836;0.533;0.104;0.253;-0.102;-0.696;-0.550;-0.629;-0.859;-0.965;-0.510;-0.956;-0.368;-0.486;-0.714;-0.643;-0.758;-0.725;-0.599;2019
134;Germany;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Notes: Data until 1990 refers to German federation only (West Germany). National accounts data until 1990 do not include FISIM. Data from 1991 refer to United Germany and include FISIM. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1991. From 1991.;1.272;0.110;-0.788;1.555;2.826;2.192;2.417;1.469;3.736;3.913;5.723;5.011;1.925;-0.976;2.395;1.541;0.814;1.790;2.019;1.885;2.905;1.689;-0.201;-0.708;1.186;0.728;3.815;2.975;0.965;-5.694;4.185;3.913;0.428;0.431;2.218;1.742;2.230;2.465;1.522;0.565;-6.952;5.151;2019
134;Germany;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office Latest actual data: 2019 Notes: Data until 1990 refers to German federation only (West Germany). National accounts data until 1990 do not include FISIM. Data from 1991 refer to United Germany and include FISIM. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1991. From 1991.;867.363;950.471;1,001.244;1,056.632;1,125.699;1,186.762;1,239.919;1,289.255;1,384.582;1,495.171;1,639.906;1,780.331;1,855.954;1,881.386;1,967.576;2,039.797;2,094.057;2,168.295;2,236.973;2,312.061;2,432.406;2,527.727;2,562.554;2,591.669;2,693.012;2,797.112;2,991.696;3,163.471;3,256.116;3,094.108;3,261.151;3,459.550;3,540.982;3,618.631;3,767.345;3,872.877;4,000.239;4,176.040;4,342.909;4,443.569;4,160.925;4,460.546;2019
134;Germany;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office Latest actual data: 2019 Notes: Data until 1990 refers to German federation only (West Germany). National accounts data until 1990 do not include FISIM. Data from 1991 refer to United Germany and include FISIM. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1991. From 1991.;0.931;-0.078;-0.717;1.910;3.243;2.445;2.347;1.451;3.108;2.885;3.734;3.666;1.258;-1.522;2.141;1.341;0.618;1.735;2.099;1.915;2.862;1.613;-0.276;-0.671;1.301;0.876;4.024;3.206;1.250;-5.365;4.443;3.925;0.239;0.157;1.792;0.866;1.408;2.083;1.218;0.322;-6.961;5.215;2019
134;Germany;Inflation, average consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;5.447;6.324;5.256;3.284;2.396;2.084;-0.125;0.242;1.274;2.778;2.687;3.474;5.046;4.476;2.717;1.733;1.274;1.496;0.607;0.657;1.413;1.911;1.295;1.084;1.750;1.939;1.795;2.290;2.726;0.246;1.119;2.501;2.141;1.607;0.761;0.671;0.375;1.711;1.951;1.346;0.322;1.183;2019
134;Germany;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.300;4.200;2.500;1.500;1.457;1.445;0.130;1.423;2.041;1.375;0.986;1.099;2.174;2.128;1.389;3.082;0.997;0.877;1.848;2.241;2.192;1.328;0.202;0.201;1.707;1.481;1.751;1.530;0.203;1.340;2019
134;Germany;Unemployment rate;Percent of total labor force;;Source: National Statistics Office Latest actual data: 2019 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020;3.359;4.831;6.734;8.099;8.058;8.124;7.834;7.843;7.735;6.790;6.155;5.470;6.592;7.775;8.425;8.233;8.908;9.658;9.383;8.558;7.950;7.800;8.600;9.708;10.333;11.008;10.042;8.567;7.383;7.667;6.933;5.858;5.367;5.233;5.008;4.625;4.158;3.758;3.400;3.158;3.886;3.452;2019
134;Germany;General government net lending/borrowing;Percent of GDP;;"Source: National Statistics Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2019. The latest actual data of general government debt is 2019. Fiscal assumptions: The IMF staff?s projections for 2020 and beyond are based on the 2020 draft budgetary plan and data updates from the national statistical agency and ministry of finance, adjusted for the differences in the IMF staff's macroeconomic framework and assumptions concerning revenue elasticities.  The estimate of gross debt includes portfolios of impaired assets and noncore business transferred to institutions that are winding up, as well as other financial sector and EU support operations. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds;. other refers to special funds Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans";n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-3.189;-2.605;-3.095;-2.524;-9.432;-3.570;-2.942;-2.567;-1.719;-1.585;-3.025;-3.875;-3.704;-3.334;-3.319;-1.653;0.261;-0.116;-3.151;-4.379;-0.881;0.009;0.040;0.580;0.943;1.184;1.242;1.867;1.449;-5.523;-1.193;2019
134;Germany;Current account balance;Percent of GDP;;Source: Central Bank. Additional source: IMF Statistics Department Latest actual data: 2019 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-1.782;-0.684;0.866;0.666;1.423;2.662;4.024;3.709;4.317;4.689;3.131;-1.422;-1.183;-1.037;-1.500;-1.246;-0.676;-0.510;-0.711;-1.422;-1.761;-0.368;1.891;1.414;4.520;4.673;5.772;6.861;5.692;5.836;5.744;6.213;7.129;6.557;7.204;8.590;8.509;7.824;7.397;7.146;6.580;6.662;2019
174;Greece;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past several years. Official data are only available from 1995. Data prior to 1995 came from European Commission Macro Forecasts (AMECO database). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995;0.679;-1.556;-1.130;-1.078;2.007;2.513;0.515;-2.257;4.288;3.799;--;3.102;0.697;-1.599;2.000;2.100;2.862;4.484;3.895;3.072;3.920;4.132;3.923;5.795;5.061;0.599;5.652;3.274;-0.335;-4.301;-5.478;-9.132;-7.300;-3.242;0.740;-0.438;-0.191;1.505;1.934;1.870;-10.040;5.064;2019
174;Greece;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past several years. Official data are only available from 1995. Data prior to 1995 came from European Commission Macro Forecasts (AMECO database). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995;87.319;94.093;98.778;101.539;107.315;113.491;116.372;116.559;125.843;135.746;140.826;150.105;154.596;155.729;162.235;169.114;177.140;188.274;197.809;206.830;219.741;233.839;246.856;266.010;286.996;297.707;324.054;343.653;349.162;336.694;321.957;298.666;282.173;277.816;285.051;286.758;289.175;299.055;312.267;323.653;293.009;313.849;2019
174;Greece;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past several years. Official data are only available from 1995. Data prior to 1995 came from European Commission Macro Forecasts (AMECO database). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995;-0.076;-2.740;-1.708;-1.716;1.480;2.023;0.216;-2.611;3.970;3.363;-0.620;1.578;-0.220;-2.201;1.427;1.653;2.353;4.081;3.273;2.549;3.651;3.552;3.424;5.528;4.825;0.328;5.318;2.981;-0.560;-4.592;-5.687;-9.166;-6.991;-2.514;1.448;0.193;0.497;1.652;2.191;2.028;-9.821;5.333;2019
174;Greece;Inflation, average consumer prices;Percent change;;Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005;24.668;24.353;21.420;19.859;18.419;19.531;23.113;16.361;13.480;13.706;20.347;19.498;15.869;14.352;10.881;8.818;7.873;5.441;4.517;2.141;2.897;3.642;3.921;3.450;3.020;3.486;3.314;2.989;4.230;1.347;4.704;3.118;1.035;-0.854;-1.394;-1.094;0.013;1.138;0.774;0.517;-0.456;1.015;2019
174;Greece;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005;27.083;22.951;18.667;20.225;17.757;25.397;17.089;15.676;14.019;15.164;22.776;17.681;14.532;12.043;10.749;7.750;6.950;4.543;3.696;2.313;3.669;3.525;3.498;3.098;3.129;3.504;3.199;3.855;2.193;2.549;5.158;2.177;0.318;-1.816;-2.535;0.392;0.290;0.967;0.632;1.050;-0.637;1.365;2019
174;Greece;Unemployment rate;Percent of total labor force;;Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The historical data source for unit labor costs in manufacturing is eurostat. Employment type: National definition Primary domestic currency: Euro Data last updated: 04/2020;2.663;4.000;5.800;7.900;8.100;7.800;7.400;7.400;7.700;7.500;7.000;7.700;8.700;9.700;9.600;10.000;10.300;10.300;11.200;12.125;11.350;10.775;10.350;9.775;10.600;10.000;9.000;8.400;7.750;9.600;12.725;17.850;24.425;27.475;26.500;24.900;23.550;21.450;19.300;17.300;22.328;18.987;2019
174;Greece;General government net lending/borrowing;Percent of GDP;;"Source: National Statistics Office Latest actual data: 2018 Fiscal assumptions: Greece?s general government primary balance estimate for 2019 is based on the preliminary budget execution data by the Greek authorities. Historical data since 2010 reflect adjustments in line with the primary balance definition under the enhanced surveillance framework for Greece. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual. Data in line with ESA-2010. General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. General debt data, including historical data, are provisional and subject to revisions. Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans";-2.466;-6.977;-5.417;-6.088;-7.092;-9.428;-8.500;-7.978;-9.492;-11.733;-13.104;-9.494;-10.498;-11.293;-8.359;-9.731;-8.158;-6.056;-6.268;-5.793;-4.063;-5.466;-6.024;-7.830;-8.828;-6.188;-5.946;-6.707;-10.176;-15.148;-11.197;-10.279;-6.556;-3.622;-4.070;-2.771;0.555;1.047;0.868;0.390;-8.974;-7.907;2018
174;Greece;Current account balance;Percent of GDP;;Source: Central Bank. Formally, the Bank of Greece. Latest actual data: 2019 Notes: The current account balance/primary income are revised by staff to include the deferred interest payments. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-3.845;-4.547;-3.442;-3.786;-4.411;-6.834;-2.971;-1.862;-1.253;-3.232;-3.611;-1.490;-1.840;-0.685;-0.125;-2.347;-3.492;-3.720;-2.624;-3.579;-5.927;-6.887;-6.254;-6.296;-5.532;-7.347;-10.860;-13.921;-14.481;-10.870;-9.957;-9.966;-2.434;-2.550;-2.345;-1.496;-2.346;-2.527;-3.475;-2.107;-6.498;-3.386;2019
178;Ireland;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1997. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017. Base year changes every year. Due to chain-linking, the base equals to 100.1 instead of 100. Chain-weighted: Yes, from 1995;2.898;2.512;1.495;-0.729;3.204;1.947;0.424;3.641;2.998;5.614;7.711;1.642;3.579;2.314;5.894;9.593;9.092;10.747;8.670;10.494;9.469;5.308;5.943;3.049;6.785;5.742;5.073;5.291;-4.548;-5.105;1.761;0.339;0.227;1.352;8.527;25.121;3.678;8.155;8.307;5.543;-6.781;6.274;2019
