WEO Country Code;Country;Subject Descriptor;Units;Scale;Country/Series-specific Notes;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Estimates Start After
924;China;General government net lending/borrowing;Percent of GDP;;"Source: Ministry of Finance or Treasury. Ministry of Finance (data retrieved from CEIC) and National Audit Office (NAO) (data obtained from NAO audit report) Latest actual data: 2019. Headline data (e.g., revenue and expenditure) is updated to 2018 number, but actual data of some detailed components (e.g. interest payment) is not available for 2018. Notes: Fiscal Balance: Data differ from official figures released by China?s Ministry of Finance mainly because of a difference in treatment of net contributions to the other accounts (e.g. Budget Stabilization Fund). General Government Debt: Data differ from official figures released by China?s Ministry of Finance because IMF numbers include, from 2010 onward, the stock of local government debt outstanding as reported in the June 2011 National Audit Office Report. For subsequent years, we have followed the amortization schedule outlined in the same report. Fiscal assumptions: Fiscal expansion is estimated for 2019 and projected for 2020, due to a series of tax reforms and expenditure measures in response to the economic slowdown. Start/end months of reporting year: January/December GFS Manual used: Authorities do not publish in GFS Manual 2001. Data estimated by staff. Basis of recording: Cash General government includes: Central Government; Local Government;. Includes adjustments of stabilization fund, social security fund, and government-managed funds. Valuation of public debt: Face value Instruments included in gross and net debt: Securities Other than Shares; Loans; Other Accounts Receivable/Payable";n/a;n/a;0.220;-0.010;0.070;0.925;-0.345;-0.701;-0.964;-0.914;-0.719;-1.044;-1.225;-0.895;-1.690;-0.953;-0.740;-0.733;-1.088;-2.323;-2.846;-2.596;-2.884;-2.394;-1.512;-1.401;-1.144;0.059;-0.025;-1.751;-0.362;-0.098;-0.302;-0.833;-0.909;-2.815;-3.702;-3.835;-4.655;-6.370;-11.228;-9.569;2019
924;China;Current account balance;Percent of GDP;;Source: Compiled by the Balance of Payments Department of the State Administration of Foreign Exchange. Data retrieved from CEIC. Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.858;3.073;1.940;1.695;1.305;2.417;2.598;3.536;5.780;8.418;9.933;9.188;4.780;3.941;1.816;2.522;1.540;2.243;2.737;1.801;1.591;0.355;0.969;0.545;1.047;2019
233;Colombia;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 1993. Fifth Manual GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015. DANE (Colombia Institute of Statistics) has done a rebasing of the national accounts (now base year is 2015 and before 2005). Data with the new base is ONLY AVAILABLE FROM 2005. The change also includes methodological changes (for example, direct estimation of private consumption based on a survey) and most important, change in the index formulae (historically a Laspeyres fixed-base index and now a Laspeyres chain index). The main implications are that the 2005 and 2015 series are not comparable and the chain index is associated with non-additivity of the components. Chain-weighted: Yes, from 2005;4.429;2.277;0.948;1.574;3.351;3.107;5.824;5.369;4.064;3.414;4.282;2.372;4.353;5.710;5.147;5.202;2.056;3.430;0.570;-4.204;2.925;1.678;2.504;3.918;5.333;4.707;6.717;6.738;3.284;1.139;4.495;6.948;3.912;5.134;4.499;2.956;2.087;1.359;2.515;3.322;-2.386;3.745;2019
233;Colombia;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 1993. Fifth Manual GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015. DANE (Colombia Institute of Statistics) has done a rebasing of the national accounts (now base year is 2015 and before 2005). Data with the new base is ONLY AVAILABLE FROM 2005. The change also includes methodological changes (for example, direct estimation of private consumption based on a survey) and most important, change in the index formulae (historically a Laspeyres fixed-base index and now a Laspeyres chain index). The main implications are that the 2005 and 2015 series are not comparable and the chain index is associated with non-additivity of the components. Chain-weighted: Yes, from 2005;79.028;88.475;94.832;100.098;107.184;114.010;123.079;132.895;143.173;153.866;166.460;176.171;188.030;203.477;218.519;234.707;243.918;256.636;261.003;253.641;266.895;277.325;288.767;305.654;330.622;356.965;392.473;430.171;452.938;461.592;487.959;532.763;564.226;603.602;642.432;668.307;689.322;711.851;747.536;785.836;771.957;816.482;2019
233;Colombia;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 1993. Fifth Manual GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015. DANE (Colombia Institute of Statistics) has done a rebasing of the national accounts (now base year is 2015 and before 2005). Data with the new base is ONLY AVAILABLE FROM 2005. The change also includes methodological changes (for example, direct estimation of private consumption based on a survey) and most important, change in the index formulae (historically a Laspeyres fixed-base index and now a Laspeyres chain index). The main implications are that the 2005 and 2015 series are not comparable and the chain index is associated with non-additivity of the components. Chain-weighted: Yes, from 2005;-1.228;0.049;-1.219;-0.573;1.203;3.810;3.673;3.207;1.929;1.312;2.201;0.288;2.307;3.731;3.281;3.443;0.421;2.091;-0.970;-5.411;1.403;0.387;1.227;2.627;4.043;3.435;5.446;5.472;2.066;-0.048;3.275;5.705;2.715;3.932;3.313;1.800;0.946;0.241;1.400;2.215;-3.353;2.718;2019
233;Colombia;Inflation, average consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2018. December 2018;25.932;27.393;24.860;19.526;16.283;23.906;18.848;23.334;28.100;25.935;29.115;30.318;27.020;22.449;22.851;20.884;20.803;18.476;18.650;10.876;9.218;7.958;6.350;7.120;5.906;5.050;4.300;5.545;6.999;4.196;2.265;3.419;3.172;2.022;2.906;4.990;7.507;4.314;3.237;3.521;3.512;3.211;2019
233;Colombia;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2018. December 2018;25.932;27.473;23.276;16.783;18.563;22.727;20.576;24.232;28.297;26.338;32.373;26.889;25.227;22.643;22.602;19.400;21.544;17.541;16.462;9.037;8.511;7.456;6.832;6.375;5.452;4.834;4.459;5.659;7.605;1.920;3.070;3.682;2.442;1.976;3.700;6.810;5.755;4.097;3.157;3.796;3.198;3.042;2019
233;Colombia;Unemployment rate;Percent of total labor force;;Source: National Statistics Office Latest actual data: 2019 Primary domestic currency: Colombian peso Data last updated: 04/2020;5.429;6.561;7.100;8.694;8.986;8.742;7.654;7.361;6.451;6.792;6.637;6.377;5.935;5.038;4.914;5.649;7.800;7.900;9.700;13.100;13.325;14.975;15.583;14.108;13.667;11.808;12.042;11.192;11.250;12.017;11.775;10.808;10.367;9.658;9.092;8.917;9.217;9.400;9.700;10.500;12.200;11.916;2019
233;Colombia;General government net lending/borrowing;Percent of GDP;;"Source: Ministry of Finance or Treasury Latest actual data: 2018 Notes: Headline balance includes Central Bank utilities distributed to the Central Government. Structural balance based on staff estimates; adjusts for the cyclical variation of GDP, oil prices and oil production levels. Fiscal assumptions: Projections are based on the authorities? policies and projections reflected in the Medium-Term Fiscal Framework 2019, adjusted to reflect IMF staff?s macroeconomic assumptions. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Transitioning toward 2001 manual Basis of recording: Revenue (cash); Expenditure (cash modified) General government includes: Central Government; State Government; Local Government; Social Security Funds; Other; Valuation of public debt: Face value";n/a;n/a;-4.307;-3.797;-3.870;-2.486;-1.941;-0.600;-0.898;-1.452;-0.406;0.350;-0.067;-0.240;-0.138;-0.999;-2.495;-3.227;-3.864;-5.367;-2.956;-2.919;-3.457;-2.706;-1.273;-0.021;-0.993;-0.820;0.042;-2.674;-3.303;-1.993;0.155;-1.021;-1.744;-3.520;-2.274;-2.496;-4.676;-2.159;-2.460;-1.264;2018
233;Colombia;Current account balance;Percent of GDP;;Source: Central Bank. And National Statistical Office Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-0.032;-3.400;-5.320;-5.243;-3.922;-3.287;1.100;-0.041;-0.394;-0.366;0.970;4.051;1.277;-2.859;-3.761;-4.161;-3.999;-4.513;-4.128;0.651;0.839;-1.064;-1.338;-1.006;-0.672;-1.299;-1.798;-2.917;-2.664;-2.000;-3.048;-2.927;-3.065;-3.272;-5.184;-6.325;-4.257;-3.283;-3.912;-4.263;-4.672;-4.162;2019
469;Egypt;Gross domestic product, constant prices;Percent change;;Source: Ministry of Economy and/or Planning. Ministry of Planning Latest actual data: 2018/19 Notes: Data prior to 1987 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008. From 2001/2002, the structure, concepts, definitions, and classifications follow the 1993 System and part of 2008 of National Accounts GDP valuation: Market prices. Data refer to fiscal years Start/end months of reporting year: July/June Base year: 2016/17 Chain-weighted: No;3.409;2.198;7.296;8.876;8.021;7.425;4.759;4.273;3.994;2.993;2.350;2.100;0.300;2.900;4.188;4.484;4.879;5.919;7.543;6.110;5.383;3.524;3.186;3.193;4.092;4.472;6.844;7.088;7.156;4.674;5.147;1.765;2.226;3.302;2.916;4.372;4.347;4.077;5.314;5.558;1.952;2.829;2019
469;Egypt;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: Ministry of Economy and/or Planning. Ministry of Planning Latest actual data: 2018/19 Notes: Data prior to 1987 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008. From 2001/2002, the structure, concepts, definitions, and classifications follow the 1993 System and part of 2008 of National Accounts GDP valuation: Market prices. Data refer to fiscal years Start/end months of reporting year: July/June Base year: 2016/17 Chain-weighted: No;91.347;102.187;116.417;131.715;147.414;163.368;174.589;186.551;200.843;214.963;228.248;240.923;247.153;260.346;277.040;295.532;315.626;340.073;369.841;398.104;428.913;453.767;475.629;499.933;534.400;575.686;633.700;696.846;761.238;802.890;854.054;887.280;924.430;971.708;1,018.551;1,074.150;1,132.445;1,200.811;1,295.434;1,391.271;1,427.432;1,496.433;2019
469;Egypt;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: Ministry of Economy and/or Planning. Ministry of Planning Latest actual data: 2018/19 Notes: Data prior to 1987 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008. From 2001/2002, the structure, concepts, definitions, and classifications follow the 1993 System and part of 2008 of National Accounts GDP valuation: Market prices. Data refer to fiscal years Start/end months of reporting year: July/June Base year: 2016/17 Chain-weighted: No;4.495;-0.625;4.442;5.985;5.103;4.407;2.113;2.031;1.906;0.767;1.432;0.030;-1.734;0.814;2.074;2.366;2.536;3.779;5.240;3.885;2.457;1.283;1.093;1.101;1.982;2.353;4.678;5.006;4.899;2.366;2.739;-0.476;-0.131;0.497;0.542;1.675;2.958;-0.973;2.946;3.184;-0.341;0.517;2019
469;Egypt;Inflation, average consumer prices;Percent change;;Source: Central Agency for Public Mobilization and Statistics (CAPMAS) Latest actual data: 2018/19 Harmonized prices: No. Data refer to fiscal years Frequency of source data: Monthly Base year: 1999/2000. On October 10, 2019 the Central Agency for Public Mobilization and Statistics (CAPMAS) released the 10th CPI series with the publication of the September 2019 CPI data, using 2018/2019 as a base period a;20.500;10.400;14.900;15.982;17.060;12.108;23.900;25.185;15.185;20.129;21.219;14.737;21.142;11.042;9.046;9.361;7.095;6.167;5.041;3.745;2.849;2.425;2.431;3.210;8.106;8.826;4.202;10.959;11.698;16.240;11.690;11.090;8.650;6.914;10.097;10.994;10.199;23.537;20.860;13.865;5.857;8.230;2019
469;Egypt;Inflation, end of period consumer prices;Percent change;;Source: Central Agency for Public Mobilization and Statistics (CAPMAS) Latest actual data: 2018/19 Harmonized prices: No. Data refer to fiscal years Frequency of source data: Monthly Base year: 1999/2000. On October 10, 2019 the Central Agency for Public Mobilization and Statistics (CAPMAS) released the 10th CPI series with the publication of the September 2019 CPI data, using 2018/2019 as a base period a;20.300;9.600;15.600;16.735;19.580;11.404;27.953;25.110;9.991;16.653;21.380;20.709;9.744;14.953;6.393;9.725;8.156;4.761;3.378;2.877;2.542;2.231;2.749;4.013;11.709;4.732;7.259;8.571;19.914;9.931;10.580;11.783;7.257;9.754;8.200;11.388;13.969;29.764;14.384;9.377;6.212;8.978;2019
469;Egypt;Unemployment rate;Percent of total labor force;;Source: National Statistics Office Latest actual data: 2018/19 Primary domestic currency: Egyptian pound Data last updated: 04/2020;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;8.044;8.791;8.952;10.911;11.143;11.176;9.467;8.671;7.955;7.692;8.995;8.808;10.050;11.275;10.526;11.468;10.917;9.205;8.676;9.367;9.210;10.379;12.373;12.992;13.365;12.859;12.705;12.245;10.932;8.612;10.294;11.611;2019
469;Egypt;General government net lending/borrowing;Percent of GDP;;"Source: Ministry of Finance or Treasury Latest actual data: 2018/19 Fiscal assumptions: Fiscal projections are mainly based on budget sector operations. The trends and projections are currently based on the 5st EFF review, completed in July. Start/end months of reporting year: July/June GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Other;. Central Government, Local Government, Social Security Funds, Other. General government includes budget sector (central government, local governorates and public service authorities), social insurance fund and national investment bank Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans";n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.135;1.320;-1.070;-6.768;-5.729;-5.762;-6.687;-7.355;-4.899;-6.049;-6.195;-7.447;-9.600;-10.005;-12.927;-11.286;-10.934;-12.470;-10.429;-9.410;-7.409;-7.676;-6.620;2019
469;Egypt;Current account balance;Percent of GDP;;Source: Central Bank Latest actual data: 2018/19 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5);-0.822;-4.332;-6.836;-3.974;-8.101;-4.568;-2.759;-1.299;-2.146;-2.173;-2.699;3.435;8.307;4.428;0.350;0.611;-0.259;0.149;-2.779;-1.814;-1.110;-0.033;0.680;2.281;4.125;3.092;1.552;1.656;0.520;-2.231;-1.877;-2.457;-3.640;-2.219;-0.899;-3.657;-5.965;-6.086;-2.383;-3.603;-4.257;-4.511;2019
944;Hungary;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office Latest actual data: 2019 Notes: We maintain data only after 1995, as this is what the Statistical office provides. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005. Changes in inventories is an estimate.;0.215;2.867;2.841;0.723;2.658;-0.253;1.535;4.051;-0.065;0.736;-3.497;-11.892;-3.064;-0.576;2.947;2.541;0.082;3.143;3.900;3.071;4.479;4.074;4.741;4.085;4.823;4.244;4.031;0.242;1.058;-6.700;0.664;1.819;-1.472;1.963;4.195;3.846;2.200;4.323;5.094;4.928;-3.100;4.200;2019
944;Hungary;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office Latest actual data: 2019 Notes: We maintain data only after 1995, as this is what the Statistical office provides. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005. Changes in inventories is an estimate.;68.236;76.833;83.898;87.814;93.401;96.111;99.551;106.146;109.818;114.964;115.096;104.839;103.942;105.792;111.235;116.454;118.684;124.525;130.838;136.803;146.126;155.415;165.359;175.309;188.711;202.846;217.410;223.791;230.558;216.752;220.734;229.444;230.403;239.048;253.686;266.184;274.857;292.139;314.500;335.752;327.410;347.813;2019
944;Hungary;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office Latest actual data: 2019 Notes: We maintain data only after 1995, as this is what the Statistical office provides. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005. Changes in inventories is an estimate.;0.005;2.905;2.944;0.943;2.960;0.139;1.909;4.553;0.365;1.149;-3.065;-11.878;-3.069;-0.494;3.097;2.673;0.238;3.343;4.112;3.342;4.796;4.299;4.999;4.423;5.082;4.440;4.248;0.352;1.270;-6.569;0.835;2.105;-0.936;2.200;4.533;4.067;2.470;4.664;5.309;4.981;-3.050;4.253;2019
944;Hungary;Inflation, average consumer prices;Percent change;;Source: International Financial Institution Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010;9.286;4.511;7.016;6.403;8.651;7.007;5.292;8.682;15.788;16.950;28.970;34.234;22.950;22.451;18.866;28.303;23.463;18.294;14.168;10.021;9.784;9.157;5.265;4.663;6.751;3.556;3.916;7.967;6.051;4.201;4.867;3.921;5.668;1.721;-0.222;-0.070;0.419;2.408;2.849;3.371;3.337;3.171;2019
944;Hungary;Inflation, end of period consumer prices;Percent change;;Source: International Financial Institution Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;18.100;33.400;32.200;21.600;21.100;21.200;28.300;19.757;18.443;10.306;11.179;10.073;6.818;4.822;5.657;5.523;3.338;6.538;7.374;3.502;5.555;4.673;4.070;4.992;0.416;-0.927;0.889;1.844;2.140;2.749;4.033;2.988;3.092;2019
944;Hungary;Unemployment rate;Percent of total labor force;;Source: National Statistics Office Latest actual data: 2019. Economically active population aged 15-64. Employment type: Harmonized ILO definition Primary domestic currency: Hungarian forint Data last updated: 04/2020;0.607;0.232;0.154;0.173;0.117;0.041;0.212;0.315;0.463;0.531;2.082;8.415;9.303;11.290;10.118;10.170;9.886;8.731;7.800;6.950;6.400;5.725;5.800;5.850;6.075;7.200;7.475;7.400;7.816;10.031;11.171;11.028;11.003;10.178;7.726;6.814;5.115;4.156;3.708;3.418;5.395;3.983;2019
944;Hungary;General government net lending/borrowing;Percent of GDP;;"Source: Ministry of Economy and/or Planning. Ministry of National Economy; Eurostat Latest actual data: 2019 Fiscal assumptions: Fiscal projections include IMF staff projections of the macroeconomic framework and fiscal policy plans announced in the 2020 budget Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Nonmonetary Financial Public Corporations;. State Government does not apply to Hungary Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans";n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-8.603;-4.368;-5.527;-7.458;-5.137;-3.033;-4.054;-8.841;-7.118;-6.333;-7.788;-9.262;-5.032;-3.615;-4.554;-4.462;-5.242;-2.336;-2.603;-2.784;-2.014;-1.812;-2.456;-2.149;-2.048;-2.990;-1.616;2019
944;Hungary;Current account balance;Percent of GDP;;Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6);-4.782;-5.794;-2.206;-0.829;0.184;-2.122;-5.527;-2.490;-1.926;-1.939;0.842;-3.589;-1.995;-12.152;-11.760;-3.493;-3.830;-4.060;-7.066;-7.890;-8.503;-5.824;-6.344;-7.985;-8.542;-6.308;-6.546;-6.677;-6.757;-0.954;0.099;0.436;1.468;3.614;1.288;2.360;4.520;2.342;-0.015;-0.774;-0.123;-0.581;2019
534;India;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: 2018/19. Official data for the latest year are revised estimates. Data available on quarter-by-quarter basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: April/March Base year: 2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 ? March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with base year 2011/12 Chain-weighted: No;5.281;6.006;3.476;7.289;3.821;5.254;4.777;3.965;9.628;5.947;5.534;1.057;5.482;4.750;6.659;7.575;7.550;4.050;6.184;8.463;3.975;4.944;3.907;7.944;7.849;9.285;9.264;9.801;3.891;8.480;10.260;6.638;5.456;6.386;7.410;7.996;8.256;7.044;6.120;4.228;1.871;7.425;2019
534;India;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: 2018/19. Official data for the latest year are revised estimates. Data available on quarter-by-quarter basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: April/March Base year: 2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 ? March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with base year 2011/12 Chain-weighted: No;383.126;444.562;488.436;544.561;585.769;636.047;679.845;724.285;822.018;905.053;990.883;1,035.221;1,116.863;1,197.637;1,304.662;1,432.913;1,569.313;1,661.023;1,783.599;1,962.478;2,086.097;2,237.256;2,361.454;2,596.382;2,875.556;3,240.424;3,647.774;4,112.907;4,356.042;4,761.455;5,311.154;5,782.036;6,214.485;6,727.337;7,359.577;8,030.815;8,783.888;9,579.686;10,413.608;11,043.180;11,321.280;12,399.001;2019
534;India;Gross domestic product per capita, constant prices;"Purchasing power parity; percent change";;Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: 2018/19. Official data for the latest year are revised estimates. Data available on quarter-by-quarter basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: April/March Base year: 2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 ? March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with base year 2011/12 Chain-weighted: No;3.131;3.810;1.234;5.014;1.597;3.047;2.559;1.746;7.337;3.779;3.417;-0.873;3.330;2.541;4.570;5.508;5.523;2.072;4.204;6.530;2.006;3.177;2.203;6.217;6.160;7.607;7.618;8.180;2.387;6.942;8.730;5.190;4.055;5.005;6.015;6.594;6.851;5.654;4.742;2.875;0.548;6.030;2019
534;India;Inflation, average consumer prices;Percent change;;Source: National Statistics Office. The original data are in monthly. IMF staff collapsed it to fiscal year data. Latest actual data: 2018/19 Harmonized prices: No. CPI-National (CY2006M1 forward) is used spliced with CPI-Industrial Workers (CY2005M12 backward) [20011=100]. Frequency of source data: Monthly Base year: 2011/12. Data issued by the authorities for year 2001 is not 100;11.346;12.654;7.736;12.558;6.517;6.251;8.889;9.059;7.214;4.569;11.197;13.483;9.863;7.279;10.275;9.962;9.432;6.842;13.127;5.698;3.831;4.311;3.981;3.864;3.824;4.404;6.697;6.204;9.089;12.314;10.528;9.500;10.000;9.400;5.800;4.900;4.500;3.602;3.428;4.536;3.342;3.624;2019
534;India;Inflation, end of period consumer prices;Percent change;;Source: National Statistics Office. The original data are in monthly. IMF staff collapsed it to fiscal year data. Latest actual data: 2018/19 Harmonized prices: No. CPI-National (CY2006M1 forward) is used spliced with CPI-Industrial Workers (CY2005M12 backward) [20011=100]. Frequency of source data: Monthly Base year: 2011/12. Data issued by the authorities for year 2001 is not 100;12.819;9.048;10.420;10.398;5.144;8.920;7.464;9.743;5.040;6.639;15.019;13.388;5.831;9.504;9.811;8.820;10.632;9.039;8.988;3.683;2.934;5.101;3.783;3.989;4.233;4.882;7.001;6.283;9.360;10.538;9.166;8.781;10.488;7.663;5.272;5.259;3.569;4.594;2.465;5.766;2.734;3.849;2019
534;India;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;India;General government net lending/borrowing;Percent of GDP;;"Source: Ministry of Finance or Treasury. and IMF staff calculations Latest actual data: 2018/19. State Level data arrive with significantly longer lag than Central data. Fiscal assumptions: Historical data are based on budgetary execution data. Projections are based on available information on the authorities? fiscal plans, with adjustments for IMF staff assumptions. Subnational data are incorporated with a lag of up to one year; general government data are thus finalized well after central government data. IMF and Indian presentations differ, particularly regarding disinvestment and license-auction proceeds, net versus gross recording of revenues in certain minor categories, and some public-sector lending. Start/end months of reporting year: April/March. The original data from the authority is on FY (Apr/Mar) basis. GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Authority reported in GFSM 1986, staffs converted to GFSM 2001 Basis of recording: Cash General government includes: Central Government; State Government;. This is according to the authorities' account standards. Valuation of public debt: Nominal value. Authorities debt figures often Instruments included in gross and net debt: Securities Other than Shares; Loans; Other";n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-6.890;-7.544;-7.930;-7.764;-7.757;-8.422;-7.859;-6.697;-6.590;-8.133;-9.574;-8.551;-8.264;-10.843;-10.881;-11.231;-9.062;-7.368;-6.321;-4.505;-8.982;-9.534;-8.626;-8.349;-7.550;-7.000;-7.071;-7.203;-7.118;-6.361;-6.270;-7.442;-7.422;-7.301;2019
534;India;Current account balance;Percent of GDP;;Source: Central Bank Latest actual data: 2018/19 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). Data converted from BPM5 to BPM6 by staff.;-1.478;-1.611;-1.667;-1.444;-1.121;-2.025;-1.806;-1.708;-2.404;-1.986;-2.947;-0.426;-1.675;-0.408;-1.012;-1.609;-1.125;-1.300;-0.942;-1.006;-0.559;0.688;1.211;2.277;-0.342;-1.187;-1.008;-1.270;-2.280;-2.815;-2.802;-4.290;-4.806;-1.737;-1.314;-1.050;-0.626;-1.834;-2.108;-1.126;-0.592;-1.422;2019
536;Indonesia;Gross domestic product, constant prices;Percent change;;Source: National Statistics Office. Accessed via Haver Data. Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008. National account SNA 2008 was  released in 2015 and the authorities publish data from 2010 only. Whenever applicable, the desks use spliced series from Haver for data prior 2010. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No;9.880;7.604;2.246;4.193;7.574;3.906;7.189;6.572;6.979;9.085;9.002;8.928;6.523;7.956;7.540;8.220;7.818;4.700;-13.127;0.791;4.979;3.643;4.499;4.780;5.031;5.693;5.501;6.345;7.442;4.702;6.378;6.170;6.030;5.557;5.007;4.876;5.033;5.070;5.170;5.025;0.499;8.204;2019
536;Indonesia;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;Source: National Statistics Office. Accessed via Haver Data. Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008. National account SNA 2008 was  released in 2015 and the authorities publish data from 2010 only. Whenever applicable, the desks use spliced series from Haver for data prior 2010. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No;184.979;217.878;236.536;256.106;285.446;305.975;334.573;365.380;404.665;458.735;518.744;584.170;636.456;703.370;772.555;853.591;937.177;998.143;876.880;896.579;962.256;1,019.188;1,081.897;1,154.666;1,245.405;1,357.299;1,475.301;1,611.057;1,764.614;1,861.668;2,003.475;2,171.519;2,346.626;2,520.492;2,695.668;2,856.550;3,031.390;3,245.058;3,495.968;3,735.644;3,778.134;4,167.802;2019
